step,val_success,val_pass@1,val_reward_mean,train_success,train_pass@16,MI_traj,Hcond_traj,MI_firstturn,valid_think_rate,actor_entropy,pg_loss,actor_grad_norm,critic_vf_loss,reward_mean,early_stop_collapse,step_time_s
0,0.099609375,0.099609375,0.29902343277353793,,,,,,,,,,,,,
1,,,,0.1640625,0.375,0.6499772071838379,1.5632116794586182,0.21453559398651123,0.9982993197278912,1.127707600593567,-0.21776331853470765,10.641454100608826,1.6165768937207758,1.0164061784744263,,135.64111052267253
2,,,,0.296875,0.875,,,,,1.0275367498397827,-0.3096277177101001,12.252890229225159,2.2104618442244828,2.555468797683716,,46.91401571966708
3,,,,0.0,0.0,,,,,1.1509288549423218,0.009951659989383188,32.059131264686584,0.0638384986523306,-0.8578124642372131,,53.42359182797372
4,,,,0.3671875,0.75,,,,,1.0475481748580933,-0.46982278395444155,33.19311857223511,3.089620840124553,3.4039063453674316,,59.49006750062108
5,,,,0.03125,0.25,0.6422713994979858,1.7062398195266724,0.15501463413238525,0.9795275590551181,1.1497852802276611,-0.03217437193598016,10.293883085250854,0.2843266084091738,-0.4945312440395355,,139.30003314465284
6,,,,0.2109375,0.625,,,,,1.1690438985824585,-0.301404025987722,13.429671883583069,1.5064963385957526,1.5679688453674316,,50.639306446537375
7,,,,0.28125,0.625,,,,,1.1593111753463745,-0.39159261155873537,20.443143129348755,1.9819020899303723,2.3765625953674316,,48.63062237948179
8,,,,0.0546875,0.25,,,,,1.1297310590744019,-0.07871058981254464,10.654951453208923,0.4321312854735879,-0.25312501192092896,,53.261389430612326
9,,,,0.171875,0.5,,,,,1.154024600982666,-0.31862165505299345,16.61192286014557,1.2042138899560086,1.1148438453674316,,53.04128988832235
10,0.119140625,0.119140625,0.4644531194353476,0.046875,0.5,0.6317306756973267,1.9994887113571167,0.17422080039978027,0.9952305246422893,1.2081360816955566,-0.07339972847694298,8.4673992395401,0.3700495204248,-0.3570312261581421,,196.71756516397
11,,,,0.109375,0.5,,,,,1.1784635782241821,-0.1341692857677117,13.460072040557861,0.7942673196084797,0.3492187261581421,,51.78689682483673
12,,,,0.2265625,0.625,,,,,1.337253451347351,-0.3611912748310715,24.02234399318695,1.6091919284954201,1.7390623092651367,,53.97214024886489
13,,,,0.1328125,0.625,,,,,1.181422472000122,-0.12470234872307628,9.558395862579346,0.9681507329078158,0.6179686784744263,,52.06164298206568
14,,,,0.15625,0.375,,,,,1.2431234121322632,-0.27370520995464176,16.837361097335815,1.1313550203558407,0.9164062738418579,,51.031069695949554
15,,,,0.125,0.5,0.6686747074127197,1.7756974697113037,0.11439776420593262,0.986644407345576,1.2269941568374634,-0.19456213619560003,13.310469508171082,0.9116441338919685,0.5445312857627869,,141.25490921363235
16,,,,0.265625,0.625,,,,,1.2076574563980103,-0.30989654338918626,21.858468174934387,1.8623346090971609,2.182812452316284,,46.07953151315451
17,,,,0.0390625,0.125,,,,,1.2781248092651367,-0.132432760692609,17.9582998752594,0.33104149949213024,-0.41328126192092896,,54.3014388885349
18,,,,0.1640625,0.375,,,,,1.4561107158660889,-0.29514882137664245,21.331655144691467,1.0400251380269765,1.02734375,,57.41987508907914
19,,,,0.1484375,0.5,,,,,1.136555552482605,-0.09313763937097974,10.027696967124939,1.141026555953431,0.811718761920929,,60.075672363862395
20,0.126953125,0.126953125,0.5605468724388629,0.1328125,0.25,0.7879014015197754,2.183819532394409,0.1262369155883789,0.9900990099009901,1.212976098060608,-0.19983033786411397,13.964996218681335,0.8293148708107765,0.651562511920929,,192.13211155496538
21,,,,0.15625,0.625,,,,,1.2822983264923096,-0.2642925178515725,18.968108773231506,1.106756427729124,0.9398437738418579,,52.41484666056931
22,,,,0.1015625,0.5,,,,,1.233970046043396,-0.09667399096906593,8.34139621257782,0.7173225205242488,0.2734374701976776,,49.88314829021692
23,,,,0.15625,0.625,,,,,1.3344972133636475,-0.21166779816849157,17.797171354293823,1.0370103470886534,0.9078125357627869,,51.96332882903516
24,,,,0.109375,0.5,,,,,1.2799924612045288,-0.1871468674389689,16.892796277999878,0.756183832862007,0.3695312440395355,,52.26428944431245
25,,,,0.1640625,0.5,0.6031749248504639,2.2330312728881836,0.10770606994628906,0.9864864864864865,1.2076367139816284,-0.1986605590209365,13.105631470680237,0.9912503586456296,1.01171875,,141.65176483616233
26,,,,0.1171875,0.625,,,,,1.1666572093963623,-0.14041589586122427,12.586367845535278,0.7592151223143446,0.4765624701976776,,48.607795467600226
27,,,,0.1171875,0.5,,,,,1.2248635292053223,-0.13776390052225906,12.105632066726685,0.7853860402919963,0.43515631556510925,,46.787901842966676
28,,,,0.1171875,0.25,,,,,1.291937232017517,-0.20360838168562623,21.855955123901367,0.6461651622012141,0.4820312559604645,,53.24095447361469
29,,,,0.203125,0.625,,,,,1.327954888343811,-0.2152608390133537,21.16806948184967,1.1979859249731817,1.4578124284744263,,47.45144937187433
30,0.123046875,0.123046875,0.4818359309574589,0.1484375,0.25,0.8772437572479248,2.302131175994873,0.09899735450744629,0.9899497487437185,1.2959316968917847,-0.1750674487411743,20.992429971694946,0.7511591296970437,0.8007811903953552,,190.17973172292113
31,,,,0.2578125,0.5,,,,,1.3047839403152466,-0.3462987093371339,27.325587034225464,1.2085104999532632,2.094531297683716,,50.05088895559311
32,,,,0.1640625,0.75,,,,,1.2647215127944946,-0.18621874515793024,19.443524599075317,1.006871747948935,1.0109375715255737,,47.394422287121415
33,,,,0.234375,0.625,,,,,1.284298300743103,-0.3181296860529983,30.44617187976837,1.4673220995609881,1.8171875476837158,,47.072815300896764
34,,,,0.046875,0.25,,,,,1.254564642906189,-0.021285622181494546,10.920141458511353,0.34758924169727834,-0.34453126788139343,,45.840221075341105
35,,,,0.1796875,0.5,0.7811369895935059,2.3375449180603027,0.10538697242736816,0.9827882960413081,1.3265336751937866,-0.2935617849364007,26.291244566440582,1.071500043438391,1.22265625,,149.25181261636317
36,,,,0.15625,0.375,,,,,1.2944976091384888,-0.35553058480581967,36.41022765636444,0.9137591950584465,0.9468749761581421,,47.297032004222274
37,,,,0.1953125,0.5,,,,,1.2651044130325317,-0.24439647888357285,21.21171009540558,1.1061496034371885,1.3718751668930054,,51.10178152099252
38,,,,0.2734375,0.75,,,,,1.2655545473098755,-0.1786640805657953,18.28188729286194,1.552661065637949,2.2453126907348633,,60.13263584859669
39,,,,0.03125,0.375,,,,,1.1542854309082031,-0.06577328230196144,11.315546154975891,0.30368535917659756,-0.5414062142372131,,54.42598960921168
40,0.12890625,0.12890625,0.5507812449941412,0.21875,0.75,0.7703909873962402,2.337108612060547,0.07617998123168945,0.9736379613356766,1.1618562936782837,-0.22764279825423728,17.273570656776428,1.0173720149832661,1.6351563930511475,,189.7688760627061
41,,,,0.171875,0.5,,,,,1.2285877466201782,-0.21117295008355086,17.141555786132812,0.9885013281000283,1.0671875476837158,,45.235436379909515
42,,,,0.0703125,0.375,,,,,1.1427195072174072,-0.1329985235402802,10.622970879077911,0.5165775742852929,-0.11093750596046448,,53.621322482824326
43,,,,0.203125,0.5,,,,,1.174363374710083,-0.22246259142411873,23.0947322845459,0.9275626588996602,1.4093749523162842,,48.11996889486909
44,,,,0.328125,0.875,,,,,1.215301275253296,-0.2952224543068951,30.983352661132812,1.3586807863248396,2.855468511581421,,44.8882816452533
45,,,,0.296875,0.75,0.651160478591919,2.472358465194702,0.08644318580627441,0.9519408502772643,1.1324423551559448,-0.2864869856457517,26.746989250183105,1.1166604690733948,2.516406297683716,,141.11950402334332
46,,,,0.1328125,0.5,,,,,1.2015172243118286,-0.1249534416856477,16.8353374004364,0.726883846513374,0.5773437023162842,,45.728888127952814
47,,,,0.1875,0.375,,,,,1.0765724182128906,-0.12953308845317224,10.06820809841156,0.748285178829974,1.2414062023162842,,49.153804298490286
48,,,,0.28125,0.5,,,,,1.235329031944275,-0.202742230720105,22.335257053375244,0.8352708424627053,2.3328123092651367,,44.71132486872375
49,,,,0.0703125,0.375,,,,,1.2841225862503052,-0.15799437482928624,16.255499362945557,0.3884861716069281,-0.060937508940696716,,48.339963437989354
50,0.12890625,0.12890625,0.5511718759080395,0.1171875,0.5,0.8787891864776611,2.24641489982605,0.1513960361480713,0.9817880794701986,1.136131763458252,-0.11910306071513332,14.383556604385376,0.6125344717929693,0.46796873211860657,,183.43920665234327
51,,,,0.171875,0.75,,,,,1.1462754011154175,-0.1913459953484562,21.70925259590149,0.9790104823478032,1.0851562023162842,,48.32913877442479
52,,,,0.0859375,0.5,,,,,1.2139711380004883,0.00951016067702426,5.506708860397339,0.5688724480032761,0.09062503278255463,,52.0185454711318
53,,,,0.03125,0.25,,,,,1.1602439880371094,-0.06452997579071962,8.781652748584747,0.2098457350712124,-0.504687488079071,,44.08931588754058
54,,,,0.1328125,0.625,,,,,1.156167984008789,-0.1996849705956265,26.684271574020386,0.860232818194163,0.6609375476837158,,42.46301949955523
55,,,,0.2421875,0.375,0.7379982471466064,2.741738796234131,0.1158447265625,0.9445438282647585,1.2517400979995728,-0.35299954982474446,34.45577120780945,1.1357243946404196,1.950781226158142,,134.29203249141574
56,,,,0.140625,0.5,,,,,1.121822714805603,-0.1547171912388876,18.736270785331726,0.8769538254327927,0.7500000596046448,,43.566358368843794
57,,,,0.15625,0.25,,,,,1.1024116277694702,-0.3201968869434495,38.05653178691864,0.7297683113156381,0.9281250238418579,,47.21640711836517
58,,,,0.203125,0.5,,,,,1.0498287677764893,-0.2787421751709189,30.247963070869446,1.0661071266558793,1.4968749284744263,,61.04597964696586
59,,,,0.15625,0.625,,,,,1.0831996202468872,-0.08864065411034971,26.1800537109375,0.9222463690639415,0.9312499761581421,,43.22694438882172
60,0.171875,0.171875,1.0658203018829226,0.203125,0.5,0.9062294960021973,3.439744472503662,0.020125389099121094,0.9894551845342706,1.0022189617156982,-0.30395464888351853,55.12173533439636,0.7181315869165701,1.4898436069488525,,178.58710445463657
61,,,,0.1171875,0.25,,,,,0.993622362613678,-0.3167794510859494,39.89677703380585,0.461193906823155,0.49843743443489075,,41.66364786401391
62,,,,0.0546875,0.25,,,,,1.0662504434585571,-0.05215910487095243,13.207276225090027,0.3555288555594416,-0.2515625059604645,,49.182930868119
63,,,,0.1796875,0.75,,,,,0.9946432113647461,-0.22938054287806153,25.039329528808594,0.954467876610579,1.166406273841858,,44.73639760352671
64,,,,0.203125,0.5,,,,,0.8458966612815857,-0.2755213764612563,27.736462354660034,0.8990894920134451,1.4562499523162842,,54.125516444444656
65,,,,0.140625,0.75,0.6843862533569336,3.423041820526123,0.10795116424560547,0.9983333333333333,1.019341230392456,-0.18515890920934908,19.105443477630615,0.8142260014137719,0.7164062261581421,,134.04530848935246
66,,,,0.3046875,0.625,,,,,0.9357495307922363,-0.3597202872624621,38.858418226242065,1.2087177669309312,2.6117186546325684,,48.85495461151004
67,,,,0.171875,0.5,,,,,0.861690878868103,-0.24877994373673573,21.933382749557495,0.6721562613129208,1.07421875,,42.58098893240094
68,,,,0.109375,0.5,,,,,0.8208092451095581,-0.12564232451404678,16.79223942756653,0.6133713691579032,0.3335936963558197,,45.506058597937226
69,,,,0.2421875,0.75,,,,,0.6741979122161865,-0.1886374782770872,26.02224612236023,1.225128746928931,1.8648439645767212,,47.16060902364552
70,0.12890625,0.12890625,0.6664062279742211,0.28125,0.625,0.7096383571624756,2.406729221343994,0.06811785697937012,0.9981684981684982,0.6088280081748962,-0.3042235099201207,30.34158754348755,0.9436779998968632,2.3343749046325684,,193.72911434806883
71,,,,0.140625,0.375,,,,,0.5318916440010071,-0.1988712619204307,19.5868558883667,0.7214769462161712,0.7109375,,50.2624079734087
72,,,,0.046875,0.125,,,,,0.6508603692054749,-0.07499703037683503,17.120689392089844,0.2833526442573202,-0.359375,,51.88477290980518
73,,,,0.265625,0.5,,,,,0.6365863084793091,-0.1385373108460044,16.315882682800293,0.9074332513259833,2.1640625,,48.31960981339216
74,,,,0.140625,0.5,,,,,0.5475566387176514,-0.1515428387515385,18.744998335838318,0.6908444907612648,0.69140625,,47.787185752764344
75,,,,0.203125,0.5,0.7376539707183838,1.443753719329834,0.09844636917114258,0.9982046678635548,0.5982237458229065,-0.3093235344331333,28.782927751541138,0.627217898584604,1.453125,,137.72524281032383
76,,,,0.0078125,0.125,,,,,0.5875378847122192,-0.034408283594530076,7.860193312168121,0.07276811364317837,-0.8156249523162842,,52.27827975526452
77,,,,0.1953125,0.75,,,,,0.6341209411621094,-0.18091261628796929,18.68307936191559,0.7299456126561381,1.3156249523162842,,48.42547535151243
78,,,,0.2265625,0.625,,,,,0.6011961102485657,-0.13256145303603262,14.766244530677795,1.0210601666476578,1.630468726158142,,48.083755899220705
79,,,,0.2578125,0.5,,,,,0.5447548031806946,-0.1412208032561466,21.45153546333313,0.8522466383001301,2.0374999046325684,,45.93793866969645
80,0.18359375,0.18359375,1.1787109259748831,0.0703125,0.5,0.7212561368942261,1.5035067796707153,0.061638593673706055,0.9967897271268058,0.5023202300071716,-0.14067802313275024,17.472983241081238,0.5032654223032296,-0.12265625596046448,,189.40019796416163
