step,val_success,val_pass@1,val_reward_mean,train_success,train_pass@16,MI_traj,Hcond_traj,MI_firstturn,valid_think_rate,actor_entropy,pg_loss,actor_grad_norm,critic_vf_loss,reward_mean,early_stop_collapse,step_time_s
0,0.099609375,0.099609375,0.29902343277353793,,,,,,,,,,,,,
1,,,,0.1640625,0.375,0.6499772071838379,1.5632116794586182,0.21453559398651123,0.9982993197278912,166.68544006347656,222.1730682849884,11306.50390625,,6.293749809265137,,94.49768038839102
2,,,,0.265625,0.75,,,,,199.0193328857422,230.77203830083212,5359.714436848958,,4.026041507720947,,23.624035662040114
3,,,,0.0,0.0,,,,,245.9990997314453,-1.2677442636340857,173.36909103393555,,-0.87109375,,28.814178969711065
4,,,,0.3515625,0.625,,,,,182.86557006835938,215.10321825742722,9198.65478515625,,4.557812690734863,,22.128860097378492
5,,,,0.03125,0.25,0.6120762825012207,2.01117205619812,0.16127824783325195,0.987460815047022,276.225341796875,-61.784767150878906,3234.744384765625,,0.515625,,89.23571444675326
6,,,,0.203125,0.625,,,,,246.01063537597656,275.70935010910034,4036.4425048828125,,3.457812786102295,,20.83491814136505
7,,,,0.234375,0.625,,,,,260.63995361328125,170.85411113500595,4451.2130126953125,,4.368750095367432,,19.636439841240644
8,,,,0.046875,0.25,,,,,246.11009216308594,430.6534729003906,11814.9638671875,,2.7437498569488525,,18.67766565270722
9,,,,0.1484375,0.5,,,,,203.47731018066406,280.3902246952057,6646.679931640625,,3.4203124046325684,,22.988100251182914
10,0.1015625,0.1015625,0.31249999557621777,0.1171875,0.375,0.5774590969085693,1.6718368530273438,0.22340738773345947,0.9867330016583747,410.9325256347656,537.5315585136414,6672.117431640625,,2.875,,142.6986142527312
11,,,,0.078125,0.5,,,,,332.046142578125,202.06787991523743,3528.2685546875,,1.4343750476837158,,23.236196219921112
12,,,,0.328125,0.75,,,,,250.42599487304688,514.0861268043518,7586.97802734375,,5.796875,,28.548354502767324
13,,,,0.1015625,0.375,,,,,381.5118408203125,312.29643869400024,7052.57177734375,,2.3671875,,27.756596555933356
14,,,,0.171875,0.375,,,,,221.18209838867188,299.6696152687073,6294.8143310546875,,3.932812213897705,,22.413948407396674
15,,,,0.1328125,0.625,0.6075197458267212,1.4290415048599243,0.20162606239318848,0.9967105263157895,310.1772766113281,240.57795238494873,5540.789306640625,,1.9609373807907104,,92.35203990153968
16,,,,0.2109375,0.625,,,,,308.4383544921875,300.23979234695435,5411.3782958984375,,1.4343749284744263,,26.24884125776589
17,,,,0.0390625,0.125,,,,,240.04246520996094,345.25785064697266,6595.38525390625,,2.6750001907348633,,33.136825727298856
18,,,,0.1953125,0.375,,,,,202.631591796875,378.286816239357,7910.67724609375,,7.765625,,24.517747953534126
19,,,,0.125,0.5,,,,,316.09747314453125,389.26486015319824,4739.234375,,2.4765625,,30.869053475558758
20,0.05859375,0.05859375,0.003515612450428307,0.109375,0.375,0.6753511428833008,1.4863166809082031,0.2485283613204956,0.9853181076672104,254.8430938720703,393.1465005874634,5987.95166015625,,3.7437500953674316,,143.6927928905934
21,,,,0.1171875,0.375,,,,,287.788818359375,664.7180643081665,4622.164306640625,,3.2468748092651367,,30.54557698406279
22,,,,0.1015625,0.375,,,,,271.9789733886719,438.7595064640045,5487.122314453125,,2.370312452316284,,31.439908914268017
23,,,,0.125,0.625,,,,,359.2345275878906,740.4146819114685,6730.23388671875,,3.737499713897705,,28.36978197284043
24,,,,0.0703125,0.625,,,,,322.7368469238281,375.53150725364685,3104.6385498046875,,0.5218750238418579,,32.43805732764304
25,,,,0.078125,0.375,0.5962052345275879,1.171666145324707,0.26952195167541504,0.9775641025641025,441.9628601074219,1047.9733963012695,4720.33642578125,,2.3312501907348633,,98.64510842971504
26,,,,0.1328125,0.375,,,,,346.1595458984375,651.6367568969727,6347.6005859375,,4.771874904632568,,28.663394447416067
27,,,,0.0625,0.5,,,,,406.507080078125,435.9620432853699,2942.0648193359375,,0.5468750596046448,,32.20596692711115
28,,,,0.0859375,0.125,,,,,146.45423889160156,583.222674369812,9386.6005859375,,7.1875,,28.63039392977953
29,,,,0.203125,0.625,,,,,246.43507385253906,897.9744086265564,5376.8001708984375,,5.114062309265137,,31.8629876319319
30,0.037109375,0.037109375,-0.14453126466833055,0.078125,0.375,0.5936100482940674,1.023131251335144,0.27331870794296265,0.988673139158576,324.20635986328125,1215.8682570457458,5183.9619140625,,2.34375,,147.18538632802665
31,,,,0.171875,0.5,,,,,292.00531005859375,796.5207213163376,4644.551025390625,,4.504687786102295,,31.04042603634298
32,,,,0.1796875,0.625,,,,,183.22454833984375,1257.4916858673096,9329.4990234375,,6.324999809265137,,28.27961402758956
33,,,,0.140625,0.5,,,,,210.17901611328125,1311.214096069336,9652.25,,4.481249809265137,,29.148719772696495
34,,,,0.0390625,0.25,,,,,323.9052734375,580.3517932891846,5399.89697265625,,0.8937498927116394,,30.400184063240886
35,,,,0.1875,0.625,0.5671283006668091,0.9732061624526978,0.2719372510910034,0.9876325088339223,256.3727722167969,592.5716404914856,4934.60888671875,,3.3062496185302734,,107.15074402280152
36,,,,0.09375,0.375,,,,,219.82870483398438,839.1281471252441,10403.30078125,,3.043750047683716,,29.148464486002922
37,,,,0.2109375,0.5,,,,,197.1493682861328,874.553450345993,11202.700439453125,,5.621874809265137,,31.587418884038925
38,,,,0.15625,0.625,,,,,205.47576904296875,500.7115168571472,14897.1474609375,,2.5,,30.47028455324471
39,,,,0.015625,0.125,,,,,262.61993408203125,100.22607646882534,3377.2625732421875,,-0.31718748807907104,,32.44881254993379
40,0.0546875,0.0546875,-0.07500002614688128,0.1875,0.625,0.6063439249992371,0.6935136914253235,0.2910701632499695,0.9826388888888888,182.68614196777344,562.3881151676178,8297.506103515625,,3.1078126430511475,,150.3216247279197
41,,,,0.0859375,0.625,,,,,183.48390197753906,442.8507322072983,13320.349609375,,1.8578124046325684,,31.998012149706483
42,,,,0.0234375,0.25,,,,,227.2076416015625,287.25446796417236,10134.1630859375,,0.19374993443489075,,28.775024646893144
43,,,,0.1328125,0.375,,,,,190.6962127685547,329.44458532333374,8174.97265625,,3.4359376430511475,,33.45370728522539
44,,,,0.3125,0.875,,,,,273.0811462402344,1315.4987254142761,21797.66357421875,,3.2671875953674316,,29.637394892051816
45,,,,0.1875,0.625,0.48342227935791016,0.6531898975372314,0.2755787968635559,0.7699115044247787,198.76907348632812,1953.1046986579895,33155.94580078125,,4.423437595367432,,100.82960940897465
46,,,,0.1015625,0.5,,,,,405.3480529785156,2058.2613105773926,20546.9892578125,,2.460937738418579,,32.725752372294664
47,,,,0.03125,0.375,,,,,434.0785217285156,910.5648217201233,8039.6075439453125,,0.1781250387430191,,30.809557933360338
48,,,,0.171875,0.5,,,,,316.283447265625,3169.416393995285,23419.344482421875,,4.329687595367432,,30.502457981929183
49,,,,0.0390625,0.25,,,,,410.461181640625,1674.511884689331,21231.736328125,,1.1343748569488525,,28.548665199428797
50,0.0703125,0.0703125,0.21640622324775904,0.03125,0.375,0.3468068838119507,0.6621198654174805,0.2982308864593506,0.2832,558.731201171875,1155.2099394798279,8273.3046875,,0.2671875059604645,,150.67532896250486
51,,,,0.046875,0.625,,,,,490.1773986816406,1173.9548199971516,5992.900553385417,,0.2281249612569809,,32.98023181967437
52,,,,0.046875,0.25,,,,,367.08782958984375,2697.8767738342285,24728.439453125,,1.540624976158142,,28.90708869509399
53,,,,0.0,0.0,,,,,460.4261779785156,-0.6366730787718211,86.56991863250732,,-0.5960937738418579,,39.5429818239063
54,,,,0.0859375,0.5,,,,,387.8719482421875,2980.0011434555054,23190.67138671875,,2.078125,,32.5414232481271
55,,,,0.1484375,0.375,0.2812132239341736,0.7020760774612427,0.2968258261680603,0.24424778761061947,350.8785400390625,4274.249081134796,30488.162109375,,4.071875095367432,,102.5957617778331
56,,,,0.0078125,0.125,,,,,534.53369140625,165.11079181965192,1463.5500895182292,,-0.47708335518836975,,36.010897567495704
