step,val_success,val_pass@1,val_reward_mean,train_success,train_pass@16,MI_traj,Hcond_traj,MI_firstturn,valid_think_rate,actor_entropy,pg_loss,actor_grad_norm,critic_vf_loss,reward_mean,early_stop_collapse,step_time_s
0,0.1015625,0.1015625,0.4660156151512638,,,,,,,,,,,,,
1,,,,0.125,0.625,0.8778672218322754,0.7295315265655518,0.2749732732772827,0.9917355371900827,122.09333038330078,243.96908044815063,23591.56494140625,,1.9609375,,124.95422516018152
2,,,,0.3046875,0.875,,,,,105.12437438964844,263.17904567718506,18102.6982421875,,3.0218751430511475,,30.843238530680537
3,,,,0.0,0.0,,,,,139.21749877929688,3.520293408073485,662.0592575073242,,-0.690625011920929,,40.643297515809536
4,,,,0.3828125,0.75,,,,,86.12875366210938,420.34304559230804,42912.86328125,,5.196875095367432,,29.36317645944655
5,,,,0.0234375,0.25,0.8885999917984009,0.7564705610275269,0.38122546672821045,0.9921630094043887,115.24525451660156,27.930090468376875,3793.0604248046875,,-0.1484375,,118.6931405030191
6,,,,0.1953125,0.625,,,,,90.31026458740234,471.57312202453613,34502.7802734375,,4.854687690734863,,21.723446564748883
7,,,,0.2421875,0.375,,,,,62.082664489746094,352.53252828121185,19786.05859375,,7.221874713897705,,22.152435218915343
8,,,,0.046875,0.125,,,,,103.86471557617188,341.7546272277832,41808.515625,,3.5749998092651367,,24.113997761160135
9,,,,0.109375,0.5,,,,,98.23314666748047,221.9310281276703,19670.1591796875,,2.15625,,29.445695407688618
10,0.119140625,0.119140625,0.7005859324708581,0.0859375,0.25,0.9690859317779541,0.7518190145492554,0.316453218460083,0.9917627677100495,86.61651611328125,361.51226711273193,56265.6484375,,3.2468748092651367,,191.70410864055157
11,,,,0.03125,0.375,,,,,107.81783294677734,31.6513352394104,8442.068359375,,0.4281250238418579,,20.657711600884795
12,,,,0.2421875,0.625,,,,,79.84186553955078,311.29943466186523,32181.86328125,,4.471875190734863,,20.684787454083562
13,,,,0.09375,0.25,,,,,78.4341812133789,240.82346963882446,42494.7578125,,3.6218748092651367,,16.75629696249962
14,,,,0.125,0.375,,,,,86.30387878417969,209.81820785999298,21944.01904296875,,3.2640624046325684,,20.67250876687467
15,,,,0.046875,0.375,0.9170535802841187,0.762593150138855,0.2690110206604004,1.0,95.44631958007812,118.35061585903168,12353.6748046875,,0.5843749046325684,,134.53007764928043
16,,,,0.2265625,0.5,,,,,60.24993896484375,222.57646077871323,26598.814453125,,6.3406243324279785,,26.863500837236643
17,,,,0.03125,0.125,,,,,93.69144439697266,191.49139595031738,22465.44140625,,2.168750047683716,,20.179331677034497
18,,,,0.15625,0.25,,,,,60.5062255859375,347.5439476966858,47931.8515625,,6.471875190734863,,16.345591884106398
19,,,,0.1328125,0.25,,,,,67.16586303710938,431.1364850997925,56390.4375,,5.39687442779541,,21.71075279265642
20,0.140625,0.140625,0.9150390597060323,0.1171875,0.375,0.8779017925262451,0.6665935516357422,0.33281850814819336,0.9917355371900827,78.7406997680664,390.6744155883789,45409.44921875,,4.3125,,155.0736414976418
21,,,,0.0546875,0.25,,,,,100.27682495117188,418.4625587463379,41094.08984375,,3.6000003814697266,,16.629249051213264
22,,,,0.0859375,0.5,,,,,92.45947265625,232.72955560684204,15028.42431640625,,1.6296875476837158,,21.91713636741042
23,,,,0.1875,0.625,,,,,77.46601104736328,259.7807066440582,15050.7158203125,,3.3406248092651367,,21.343423150479794
24,,,,0.0078125,0.125,,,,,92.11132049560547,13.676126862565676,2015.9664103190105,,-0.6291666626930237,,29.99934802390635
25,,,,0.125,0.375,0.8940012454986572,0.7176748514175415,0.27882444858551025,1.0,71.45745849609375,347.1867651939392,34969.29296875,,4.59375,,150.17581204883754
26,,,,0.171875,0.375,,,,,68.91720581054688,217.55613708496094,26564.0322265625,,4.767187595367432,,23.77831617742777
27,,,,0.046875,0.375,,,,,73.54290771484375,69.0816479921341,13124.94140625,,0.6015624403953552,,24.90395207516849
28,,,,0.078125,0.375,,,,,65.3948974609375,216.44805240631104,29091.083984375,,2.46875,,19.43341234140098
29,,,,0.125,0.625,,,,,55.223426818847656,381.7734422683716,45904.7421875,,3.8999996185302734,,18.130781391635537
30,0.146484375,0.146484375,0.8656249946216121,0.0859375,0.375,0.9282220602035522,0.683226466178894,0.24725604057312012,0.9919354838709677,61.759422302246094,232.71792030334473,25673.8828125,,2.7406249046325684,,138.8785893395543
31,,,,0.1171875,0.375,,,,,50.046234130859375,321.5921483039856,40914.62109375,,4.284375190734863,,19.82015993259847
32,,,,0.125,0.5,,,,,50.74656295776367,237.99205541610718,29877.02294921875,,2.765624761581421,,23.195889823138714
33,,,,0.1484375,0.5,,,,,51.63474655151367,225.4757957458496,27012.7099609375,,3.4765625,,21.612546471878886
34,,,,0.0234375,0.25,,,,,53.6418342590332,46.513235221616924,13547.4501953125,,0.06718743592500687,,26.538129853084683
35,,,,0.1484375,0.375,0.7694815993309021,0.8494614958763123,0.18387877941131592,0.9931972789115646,37.9899787902832,247.52757167816162,22163.60498046875,,4.201562404632568,,144.35104223899543
36,,,,0.1484375,0.375,,,,,39.39138412475586,254.43708086013794,40596.7958984375,,3.6859374046325684,,20.617190580815077
